protein_num,time0,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20
0,4.55E-05,0.003759389,0.018892758,0.034133997,0.0424704,0.046092346,0.047585964,0.048236523,0.04855721,0.048742183,0.048874076,0.048980307,0.049069293,0.04914869,0.049217798,0.049275473,0.049335502,0.049380235,0.04942229,0.049461152,0.049498778
1,4.55E-04,0.021002978,0.07501106,0.11531743,0.13416511,0.14184447,0.14494064,0.14625674,0.1469039,0.14730081,0.14755766,0.14775264,0.1479471,0.14807937,0.1482213,0.1483332,0.1484483,0.14854826,0.14863293,0.14870058,0.14877197
2,0.002276597,0.058660142,0.14891629,0.1947655,0.21194436,0.21826558,0.22069457,0.22171064,0.22217415,0.222481,0.22269142,0.22287542,0.2229833,0.22310333,0.22318424,0.22331953,0.22333197,0.22342834,0.22352992,0.22355983,0.2236022
3,0.007589418,0.109236024,0.19701065,0.21926527,0.22318627,0.22387421,0.22402991,0.22403778,0.22404471,0.22408731,0.22404777,0.22402038,0.22404711,0.22407801,0.2240598,0.22403032,0.22404821,0.22404855,0.22404431,0.2240381,0.22404884
4,0.018975617,0.15252762,0.19546838,0.18508655,0.17622179,0.17216353,0.17050876,0.1697511,0.16942239,0.16921875,0.1690744,0.16892621,0.16882622,0.16871776,0.16867523,0.1686069,0.16854283,0.16846654,0.16843218,0.16840129,0.16836512
5,0.037941746,0.1703591,0.15509677,0.12497936,0.11129338,0.10592775,0.103819944,0.10290936,0.102462605,0.102216065,0.10205847,0.10189816,0.101779334,0.10168777,0.10157989,0.101500064,0.10143882,0.10135777,0.101310216,0.101260655,0.1012112
6,0.06324347,0.15852675,0.102492265,0.070319325,0.058586616,0.05431164,0.052673817,0.05198686,0.05165404,0.05146185,0.051322993,0.05121408,0.051129755,0.05105258,0.050976694,0.050923105,0.05087073,0.050815772,0.050773114,0.05073248,0.050705608
7,0.09034548,0.12638536,0.058040433,0.03390689,0.026427226,0.023862151,0.022902014,0.022504585,0.022312641,0.022200542,0.022129389,0.022063572,0.02201688,0.021967206,0.02192702,0.021897404,0.021863598,0.021838851,0.021807607,0.021788409,0.021771234
8,0.11293338,0.088056564,0.028741164,0.014300616,0.010428372,0.0091732,0.008713851,0.008525906,0.008433147,0.008383399,0.008346465,0.008317266,0.008293353,0.008272428,0.00825458,0.008237734,0.008223324,0.008209148,0.008198317,0.00818854,0.008179094
9,0.12547801,0.054453667,0.012641599,0.005360948,0.003657737,0.003134437,0.002946415,0.002869997,0.002833678,0.002812636,0.002798313,0.002787266,0.002777155,0.002768704,0.002761308,0.002754538,0.002749612,0.002743951,0.00273923,0.002735119,0.002731592
10,0.12549667,0.030231643,0.004998824,0.00180851,0.001154615,9.64E-04,8.97E-04,8.70E-04,8.57E-04,8.49E-04,8.44E-04,8.40E-04,8.37E-04,8.34E-04,8.31E-04,8.29E-04,8.27E-04,8.25E-04,8.24E-04,8.22E-04,8.21E-04
11,0.11408412,0.015195984,0.001795092,5.54E-04,3.31E-04,2.69E-04,2.48E-04,2.39E-04,2.36E-04,2.33E-04,2.32E-04,2.30E-04,2.29E-04,2.28E-04,2.28E-04,2.27E-04,2.26E-04,2.26E-04,2.25E-04,2.25E-04,2.24E-04
12,0.095070295,0.006961806,5.90E-04,1.56E-04,8.71E-05,6.90E-05,6.29E-05,6.05E-05,5.93E-05,5.87E-05,5.82E-05,5.79E-05,5.76E-05,5.73E-05,5.71E-05,5.69E-05,5.67E-05,5.66E-05,5.64E-05,5.63E-05,5.62E-05
13,0.07312257,0.002919738,1.79E-04,4.04E-05,2.11E-05,1.63E-05,1.47E-05,1.41E-05,1.38E-05,1.36E-05,1.35E-05,1.34E-05,1.33E-05,1.33E-05,1.32E-05,1.32E-05,1.31E-05,1.31E-05,1.30E-05,1.30E-05,1.30E-05
14,0.052229308,0.001124272,5.02E-05,9.72E-06,4.77E-06,3.58E-06,3.20E-06,3.05E-06,2.98E-06,2.94E-06,2.91E-06,2.89E-06,2.87E-06,2.86E-06,2.84E-06,2.83E-06,2.82E-06,2.81E-06,2.80E-06,2.80E-06,2.79E-06
15,0.03482456,3.98E-04,1.31E-05,2.18E-06,1.00E-06,7.34E-07,6.49E-07,6.16E-07,6.00E-07,5.92E-07,5.86E-07,5.81E-07,5.77E-07,5.74E-07,5.71E-07,5.68E-07,5.66E-07,5.64E-07,5.62E-07,5.60E-07,5.59E-07
16,0.021762751,1.29E-04,3.20E-06,4.60E-07,1.98E-07,1.41E-07,1.23E-07,1.17E-07,1.13E-07,1.12E-07,1.10E-07,1.09E-07,1.09E-07,1.08E-07,1.07E-07,1.07E-07,1.06E-07,1.06E-07,1.06E-07,1.05E-07,1.05E-07
17,0.012804077,3.84E-05,7.32E-07,9.09E-08,3.66E-08,2.55E-08,2.21E-08,2.08E-08,2.02E-08,1.98E-08,1.96E-08,1.94E-08,1.93E-08,1.91E-08,1.90E-08,1.89E-08,1.88E-08,1.87E-08,1.87E-08,1.86E-08,1.86E-08
18,0.007112743,1.03E-05,1.56E-07,1.69E-08,6.41E-09,4.35E-09,3.73E-09,3.49E-09,3.38E-09,3.32E-09,3.28E-09,3.25E-09,3.22E-09,3.20E-09,3.18E-09,3.16E-09,3.15E-09,3.13E-09,3.12E-09,3.11E-09,3.10E-09
19,0.003370678,2.30E-06,2.86E-08,2.77E-09,9.98E-10,6.65E-10,5.67E-10,5.32E-10,5.16E-10,5.08E-10,5.03E-10,4.99E-10,4.96E-10,4.93E-10,4.90E-10,4.88E-10,4.86E-10,4.84E-10,4.82E-10,4.81E-10,4.80E-10
20,8.56E-04,2.96E-07,3.03E-09,2.68E-10,9.42E-11,6.31E-11,5.46E-11,5.21E-11,5.14E-11,5.14E-11,5.16E-11,5.18E-11,5.21E-11,5.23E-11,5.25E-11,5.27E-11,5.29E-11,5.30E-11,5.32E-11,5.33E-11,5.34E-11
