protein_num,time0,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20
0,2.95E-05,2.96E-05,3.02E-05,3.09E-05,3.17E-05,3.25E-05,3.32E-05,3.38E-05,3.44E-05,3.49E-05,3.53E-05,3.57E-05,3.61E-05,3.64E-05,3.67E-05,3.69E-05,3.72E-05,3.73E-05,3.75E-05,3.77E-05,3.78E-05
1,3.01E-04,3.02E-04,3.08E-04,3.15E-04,3.22E-04,3.29E-04,3.36E-04,3.42E-04,3.48E-04,3.53E-04,3.57E-04,3.61E-04,3.64E-04,3.67E-04,3.70E-04,3.73E-04,3.75E-04,3.77E-04,3.78E-04,3.80E-04,3.81E-04
2,0.001539588,0.001546635,0.001570871,0.001604241,0.001640555,0.001675169,0.001707444,0.001736759,0.001762926,0.001786629,0.001807596,0.001825907,0.001842345,0.001856578,0.001869675,0.00188121,0.001890992,0.00190005,0.001908164,0.001915462,0.00192177
3,0.005268505,0.005289302,0.005365252,0.005469707,0.005582324,0.005692158,0.005793618,0.005886032,0.005969009,0.006042306,0.006109999,0.006167842,0.006219654,0.00626551,0.006306032,0.00634146,0.006375025,0.006402023,0.006427439,0.006450285,0.00647142
4,0.013568075,0.01361707,0.013787006,0.014028983,0.014289826,0.014545396,0.014785023,0.015000328,0.015193644,0.015366158,0.015517918,0.015656855,0.015775122,0.015886065,0.015974194,0.016064417,0.01614027,0.016204834,0.016262576,0.016315067,0.016364045
5,0.028063564,0.028144851,0.028456004,0.0288925,0.029369889,0.0298362,0.030271221,0.030670151,0.031024348,0.031338975,0.03161626,0.031875823,0.03209205,0.032281924,0.032455917,0.032612737,0.0327549,0.03287856,0.032978702,0.03308707,0.033165425
6,0.048571534,0.04869246,0.049136255,0.04977876,0.05049407,0.05118528,0.05182181,0.0524209,0.05292797,0.053418133,0.053843427,0.054198343,0.05453829,0.054823868,0.055091083,0.05530218,0.055509433,0.05569963,0.05586918,0.055996932,0.05612908
7,0.072413854,0.07253927,0.07307147,0.073847935,0.07470245,0.075573355,0.076353095,0.07707117,0.07770865,0.07829085,0.078815356,0.0792536,0.07966246,0.08001546,0.08034707,0.080635,0.08088342,0.081108354,0.081308715,0.081462204,0.081629835
8,0.094934665,0.09506227,0.09556868,0.09632484,0.09719695,0.09804141,0.09883527,0.09956235,0.100216284,0.100797854,0.101297975,0.10173558,0.10217167,0.1025394,0.10283739,0.10313467,0.103382066,0.1036047,0.1037968,0.10399867,0.10414
9,0.11128169,0.11136045,0.11174174,0.11231659,0.112992644,0.113635845,0.11428653,0.11484811,0.115348965,0.11583254,0.11624975,0.11655899,0.11690606,0.117181234,0.117452495,0.11767002,0.11788354,0.118056744,0.1182103,0.11834447,0.118478514
