protein_num,time0,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20
0,2.95E-05,2.96E-05,3.02E-05,3.09E-05,3.17E-05,3.25E-05,3.32E-05,3.38E-05,3.44E-05,3.49E-05,3.53E-05,3.57E-05,3.61E-05,3.64E-05,3.67E-05,3.69E-05,3.72E-05,3.74E-05,3.75E-05,3.77E-05,3.78E-05
1,3.01E-04,3.02E-04,3.08E-04,3.15E-04,3.22E-04,3.29E-04,3.36E-04,3.42E-04,3.48E-04,3.53E-04,3.57E-04,3.61E-04,3.64E-04,3.67E-04,3.70E-04,3.73E-04,3.75E-04,3.77E-04,3.78E-04,3.80E-04,3.81E-04
2,0.001539549,0.001546756,0.001570593,0.001604114,0.001640216,0.001675144,0.001707212,0.001736628,0.001763448,0.001786356,0.001807229,0.001825779,0.001842012,0.001857117,0.00186948,0.001880764,0.00189137,0.001899835,0.001908574,0.00191512,0.00192148
3,0.005268398,0.005289131,0.005364923,0.005470475,0.005581108,0.005692404,0.005794601,0.005886898,0.005969813,0.006043634,0.006109691,0.006168071,0.006218225,0.006265539,0.006306814,0.006342693,0.006373567,0.006404713,0.006428601,0.006450431,0.006469369
4,0.013566643,0.013615677,0.013788248,0.01402963,0.014289404,0.014549084,0.014787193,0.015003671,0.015195243,0.015363487,0.015521127,0.015655613,0.015779737,0.01588298,0.015974805,0.016063813,0.016139474,0.016204806,0.01626513,0.016319579,0.016363665
5,0.028059673,0.028149562,0.028451517,0.028890384,0.029371945,0.029836822,0.030273259,0.030671777,0.031013351,0.031338148,0.031613596,0.031862002,0.032080725,0.0322907,0.032464862,0.032622498,0.03274997,0.03287077,0.032994382,0.033079926,0.03315712
6,0.04857299,0.048696734,0.049133427,0.049776956,0.05049815,0.05118945,0.05182802,0.052431814,0.052945502,0.053404644,0.053816546,0.05420556,0.054538608,0.05481209,0.05508611,0.05531497,0.055522423,0.055701196,0.05585849,0.05602233,0.056124747
7,0.07241299,0.07255641,0.073074274,0.07385115,0.07471003,0.075564586,0.07634829,0.07706307,0.07772263,0.078289665,0.07880787,0.07925401,0.07966723,0.08000526,0.080325596,0.08061059,0.08087003,0.08109645,0.081306845,0.08146289,0.08161838
8,0.09494421,0.09506302,0.09557768,0.096333385,0.09718916,0.09802899,0.09883918,0.09953379,0.100201085,0.10078925,0.10130576,0.10177771,0.10216398,0.102520645,0.102836415,0.103118055,0.10338336,0.10358679,0.10381717,0.103982456,0.10412479
9,0.11128745,0.11136247,0.11173251,0.11231041,0.11298974,0.11367606,0.11426239,0.11484921,0.11537761,0.11580659,0.11621275,0.11658838,0.11690203,0.11720193,0.117438115,0.11767484,0.117847934,0.118056394,0.1181944,0.11836143,0.11847378
